Project,Date,Chinook Run,Chin,JChin,Stlhd,WStlhd,Sock,Coho,JCoho,Shad,Lmpry,BTrout,Chum,Pink,TempC
Lower Granite,2005-11-12,Fa,4,,350,82,,9,,,,,,,10.6
Lower Granite,2005-11-13,Fa,1,2,275,82,,4,,,,,,,10.3
Lower Granite,2005-11-14,Fa,1,,201,87,,1,,,,,,,10.1
Lower Granite,2005-11-15,Fa,1,1,215,81,,2,,,,,,,9.9
Lower Granite,2005-11-16,Fa,,1,343,110,,2,,,,,,,9.6
Lower Granite,2005-11-17,Fa,1,,292,72,,,,,,,,,9.3
Lower Granite,2005-11-18,Fa,,,308,62,,-1,-1,,-2,,,,9.1
Lower Granite,2005-11-19,Fa,1,,152,41,,1,1,,,,,,8.8
Lower Granite,2005-11-20,Fa,,,147,23,,1,1,,,,,,8.6
Lower Granite,2005-11-21,Fa,2,,97,22,,1,,,,,,,8.5
Lower Granite,2005-11-22,Fa,,,100,26,,,,,,,,,8.3
Lower Granite,2005-11-23,Fa,,,57,12,,,,,,,,,8.1
Lower Granite,2005-11-24,Fa,,,66,17,,,,,,,,,7.9
Lower Granite,2005-11-25,Fa,,,64,10,,,,,,,,,7.8
Lower Granite,2005-11-26,Fa,2,,130,27,,,,,,,,,7.5
Lower Granite,2005-11-27,Fa,1,1,249,58,,,,,,,,,7.3
Lower Granite,2005-11-28,Fa,,,107,9,,,,,,,,,7.2
Lower Granite,2005-11-29,Fa,,,149,12,,,,,,,,,7.1
Lower Granite,2005-11-30,Fa,3,3,94,20,,,,,,,,,6.8
Lower Granite,2005-12-01,Fa,1,,68,32,,,,,,,,,6.7
Lower Granite,2005-12-02,Fa,1,,84,24,,,,,,,,,6.7
Lower Granite,2005-12-03,Fa,,,104,11,,,,,,,,,6.6
Lower Granite,2005-12-04,Fa,3,,89,13,,,,,,,,,6.5
Lower Granite,2005-12-05,Fa,,,76,7,,,,,,,,,6.4
Lower Granite,2005-12-06,Fa,,,73,6,,,,,,,,,6.2
Lower Granite,2005-12-07,Fa,,,76,11,,,,,,,,,6
Lower Granite,2005-12-08,Fa,,,51,4,,,,,,,,,5.6
Lower Granite,2005-12-09,Fa,,,79,3,,,,,,,,,5.3
Lower Granite,2005-12-10,Fa,,,61,5,,,,,,,,,5
Lower Granite,2005-12-11,Fa,,,70,4,,,,,,,,,4.7
Lower Granite,2005-12-12,Fa,,,66,2,,,,,,,,,4.5
Lower Granite,2005-12-13,Fa,,,32,1,,,,,,,,,4.3
Lower Granite,2005-12-14,Fa,,,35,2,,,,,,,,,4.1
Lower Granite,2005-12-15,Fa,,,13,1,,,,,,,,,3.9
Lower Granite,2006-03-01,,,,41,4,,,,,,,,,3.8
Lower Granite,2006-03-02,,,,26,6,,,,,,,,,3.9
Lower Granite,2006-03-03,,,,102,23,,,,,,,,,4.2
Lower Granite,2006-03-04,,,,282,48,,,,,,,,,4.6
Lower Granite,2006-03-05,,,,412,42,,,,,,,,,4.8
Lower Granite,2006-03-06,,,,136,16,,,,,,,,,4.8
Lower Granite,2006-03-07,,,,135,25,,,,,,,,,4.6
Lower Granite,2006-03-08,,,,77,13,,,,,,,,,4.6
Lower Granite,2006-03-09,,,,101,29,,,,,,,,,4.6
Lower Granite,2006-03-10,,,,28,10,,,,,,,,,4.6
Lower Granite,2006-03-11,,,,102,20,,,,,,,,,4.7
Lower Granite,2006-03-12,,,,104,23,,,,,,,,,4.6
Lower Granite,2006-03-13,,,,60,19,,,,,,,,,4.3
Lower Granite,2006-03-14,,,,24,5,,,,,,,,,4.3
Lower Granite,2006-03-15,,,,28,13,,,,,,,,,4.3
Lower Granite,2006-03-16,,,,43,7,,,,,,,,,4.4
Lower Granite,2006-03-17,Sp,,,30,9,,,,,,,,,4.9
Lower Granite,2006-03-18,Sp,,,135,36,,,,,,,,,5.3
Lower Granite,2006-03-19,Sp,,,163,31,,,,,,,,,5.6
Lower Granite,2006-03-20,Sp,,,39,16,,,,,,,,,6
Lower Granite,2006-03-21,Sp,,,75,16,,,,,,,,,6.2
Lower Granite,2006-03-22,Sp,,,67,17,,,,,,,,,6.2
Lower Granite,2006-03-23,Sp,,,102,29,,,,,,,,,6.4
Lower Granite,2006-03-24,Sp,,,129,34,,,,,,,,,6.4
Lower Granite,2006-03-25,Sp,,,130,36,,,,,,,,,6.6
Lower Granite,2006-03-26,Sp,,,112,28,,,,,,,,,6.7
Lower Granite,2006-03-27,Sp,,,91,27,,,,,,,,,6.8
Lower Granite,2006-03-28,Sp,,,129,27,,,,,,,,,6.9
Lower Granite,2006-03-29,Sp,,,158,31,,,,,,,,,6.8
Lower Granite,2006-03-30,Sp,,,233,57,,,,,,,,,6.8
Lower Granite,2006-03-31,Sp,,,173,24,,,,,,,,,7.1
Lower Granite,2006-04-01,Sp,,,218,84,,,,,,,,,7.2
Lower Granite,2006-04-02,Sp,,,186,55,,,,,,,,,7.3
Lower Granite,2006-04-03,Sp,,,124,36,,,,,,,,,7.6
Lower Granite,2006-04-04,Sp,,,179,53,,,,,,,,,7.3
Lower Granite,2006-04-05,Sp,,,173,64,,,,,,,,,7.2
Lower Granite,2006-04-06,Sp,,,265,92,,,,,,,,,8
Lower Granite,2006-04-07,Sp,,,223,79,,,,,,,,,8.2
Lower Granite,2006-04-08,Sp,,,208,50,,,,,,,,,8.1
Lower Granite,2006-04-09,Sp,,,204,65,,,,,,,,,8.3
Lower Granite,2006-04-10,Sp,,,138,49,,,,,,,,,8.6
Lower Granite,2006-04-11,Sp,,,211,89,,,,,,,,,8.9
Lower Granite,2006-04-12,Sp,,,198,76,,,,,,,,,8.8
Lower Granite,2006-04-13,Sp,,,172,64,,,,,,,,,8.9
Lower Granite,2006-04-14,Sp,,,176,79,,,,,,,,,9.1
Lower Granite,2006-04-15,Sp,,,145,65,,,,,,,,,9.1
Lower Granite,2006-04-16,Sp,,,114,35,,,,,,,,,9
Lower Granite,2006-04-17,Sp,,,78,19,,,,,,,,,8.6
Lower Granite,2006-04-18,Sp,,,118,43,,,,,,,,,8.6
Lower Granite,2006-04-19,Sp,,,113,44,,,,,,,,,8.7
Lower Granite,2006-04-20,Sp,,,89,32,,,,,,,,,8.9
Lower Granite,2006-04-21,Sp,,,104,46,,,,,,,,,9.4
Lower Granite,2006-04-22,Sp,,,94,40,,,,,,,,,9.9
Lower Granite,2006-04-23,Sp,,,62,32,,,,,,,,,10.1
Lower Granite,2006-04-24,Sp,,,65,34,,,,,,,,,9.9
Lower Granite,2006-04-25,Sp,,,48,23,,,,,,,,,9.8
Lower Granite,2006-04-26,Sp,,,47,20,,,,,,,,,9.8
Lower Granite,2006-04-27,Sp,1,,59,29,,,,,,,,,9.8
Lower Granite,2006-04-28,Sp,1,,37,18,,,,,,,,,10.2
Lower Granite,2006-04-29,Sp,,,40,26,,,,,,,,,10.9
Lower Granite,2006-04-30,Sp,2,,36,22,,,,,,,,,11.3
Lower Granite,2006-05-01,Sp,2,,30,12,,,,,,,,,11.2
Lower Granite,2006-05-02,Sp,1,,26,22,,,,,,,,,10.8
Lower Granite,2006-05-03,Sp,5,,25,19,,,,,,,,,10.6
Lower Granite,2006-05-04,Sp,6,,14,10,,,,,,,,,10.5
Lower Granite,2006-05-05,Sp,5,,14,12,,,,,,,,,10.7
Lower Granite,2006-05-06,Sp,13,,11,8,,,,,,,,,11.2
Lower Granite,2006-05-07,Sp,14,,8,7,,,,,,,,,11.9
Lower Granite,2006-05-08,Sp,38,,11,8,,,,,,,,,12
Lower Granite,2006-05-09,Sp,53,,10,8,,,,,,,,,11.5
Lower Granite,2006-05-10,Sp,70,1,4,4,,,,,,,,,11.3
Lower Granite,2006-05-11,Sp,76,,5,5,,,,,1,,,,11.3
Lower Granite,2006-05-12,Sp,139,2,7,5,,,,,,,,,11.4
Lower Granite,2006-05-13,Sp,293,2,6,4,,,,,,,,,11.6
Lower Granite,2006-05-14,Sp,388,7,4,2,,,,,,,,,12
Lower Granite,2006-05-15,Sp,604,8,4,2,,,,,,,,,12.5
Lower Granite,2006-05-16,Sp,679,19,5,5,,,,,,,,,13
Lower Granite,2006-05-17,Sp,1232,11,5,5,,,,,,,,,13.1
Lower Granite,2006-05-18,Sp,1156,24,,,,,,,,,,,12.6
Lower Granite,2006-05-19,Sp,1136,25,2,2,,,,,,,,,12.3
Lower Granite,2006-05-20,Sp,1138,29,2,2,,,,,,,,,11.9
Lower Granite,2006-05-21,Sp,462,11,,,,,,,,,,,11.7
Lower Granite,2006-05-22,Sp,236,6,,,,,,,,,,,11.6
Lower Granite,2006-05-23,Sp,266,11,,,,,,,,,,,11.7
Lower Granite,2006-05-24,Sp,540,22,1,1,,,,,,,,,12.2
Lower Granite,2006-05-25,Sp,605,17,1,,,,,,1,,,,12.3
Lower Granite,2006-05-26,Sp,841,34,1,,,,,,,,,,12.4
Lower Granite,2006-05-27,Sp,668,38,1,1,,,,,,,,,12.5
Lower Granite,2006-05-28,Sp,1138,36,1,,,,,,,,,,12.6
Lower Granite,2006-05-29,Sp,734,44,,,,,,,,,,,12.3
Lower Granite,2006-05-30,Sp,720,38,1,,,,,4,,,,,12.1
Lower Granite,2006-05-31,Sp,638,44,1,,,,,,,,,,12.3
Lower Granite,2006-06-01,Sp,737,47,2,,,,,,,,,,12.8
Lower Granite,2006-06-02,Sp,892,73,5,4,,,,,,,,,13.4
Lower Granite,2006-06-03,Sp,896,42,2,1,,,,,,,,,13.8
Lower Granite,2006-06-04,Sp,718,38,1,,,,,4,,,,,14.2
Lower Granite,2006-06-05,Sp,706,43,2,,,,,,,,,,14.4
Lower Granite,2006-06-06,Sp,432,50,1,1,,,,,,,,,14.2
Lower Granite,2006-06-07,Sp,470,22,2,2,,,,,,,,,14.2
Lower Granite,2006-06-08,Sp,488,34,,,,,,,,,,,14.7
Lower Granite,2006-06-09,Sp,526,17,4,1,,,,,,,,,14.6
Lower Granite,2006-06-10,Sp,244,17,1,,,,,,,,,,14.1
Lower Granite,2006-06-11,Sp,180,12,1,,,,,,1,,,,14
Lower Granite,2006-06-12,Sp,382,23,1,,,,,,,,,,14.5
Lower Granite,2006-06-13,Sp,475,28,,,,,,,,,,,14.6
Lower Granite,2006-06-14,Sp,352,34,5,,,,,5,,,,,14.7
Lower Granite,2006-06-15,Sp,329,12,4,,,,,1,,,,,14.5
Lower Granite,2006-06-16,Sp,473,24,2,,,,,2,,,,,14.6
Lower Granite,2006-06-17,Sp,330,28,2,1,,,,,,,,,14.7
Lower Granite,2006-06-18,Su,388,26,8,,,,,1,,,,,14.9
Lower Granite,2006-06-19,Su,300,28,2,,,,,5,,,,,15.3
Lower Granite,2006-06-20,Su,235,10,5,1,,,,8,,,,,15.8
Lower Granite,2006-06-21,Su,319,20,2,,,,,1,,,,,16.3
Lower Granite,2006-06-22,Su,316,19,5,,,,,4,,,,,16.6
Lower Granite,2006-06-23,Su,293,17,1,,1,,,2,,,,,17
Lower Granite,2006-06-24,Su,228,16,,,,,,,,,,,17.3
Lower Granite,2006-06-25,Su,192,16,8,1,,,,6,1,,,,17.6
Lower Granite,2006-06-26,Su,112,6,1,,,,,12,,,,,18
Lower Granite,2006-06-27,Su,118,8,6,1,,,,29,,,,,18.5
Lower Granite,2006-06-28,Su,96,7,2,,,,,11,,,,,18.9
Lower Granite,2006-06-29,Su,268,24,5,1,,,,25,,,,,19.5
Lower Granite,2006-06-30,Su,221,20,7,4,,,,52,,,,,19.8
Lower Granite,2006-07-01,Su,227,30,15,4,,,,270,,,,,19.9
Lower Granite,2006-07-02,Su,169,17,7,,,,,276,,,,,19.3
Lower Granite,2006-07-03,Su,167,17,12,1,,,,210,1,,,,19.1
Lower Granite,2006-07-04,Su,43,1,1,,,,,350,,,,,19.9
Lower Granite,2006-07-05,Su,98,12,10,4,,,,166,,,,,20.6
Lower Granite,2006-07-06,Su,118,13,5,1,,,,101,1,,,,20.5
Lower Granite,2006-07-07,Su,178,31,27,8,2,,,140,1,,,,20.7
Lower Granite,2006-07-08,Su,164,29,23,5,,,,140,,,,,20.4
Lower Granite,2006-07-09,Su,174,22,30,7,,,,90,,,,,19.7
Lower Granite,2006-07-10,Su,180,13,35,11,2,,,338,,,,,19.2
Lower Granite,2006-07-11,Su,140,20,33,4,1,,,95,,,,,19.2
Lower Granite,2006-07-12,Su,174,25,29,5,,,,120,,,,,19.2
Lower Granite,2006-07-13,Su,173,19,25,5,1,,,112,,,,,19.5
Lower Granite,2006-07-14,Su,185,13,38,8,1,,,150,,,,,19.5
Lower Granite,2006-07-15,Su,152,4,33,7,1,,,86,,,,,19.3
Lower Granite,2006-07-16,Su,121,8,29,7,2,,,270,1,,,,19.4
Lower Granite,2006-07-17,Su,145,8,21,4,,,,126,,,,,19.4
Lower Granite,2006-07-18,Su,144,7,18,5,1,,,95,1,,,,19.6
Lower Granite,2006-07-19,Su,100,16,32,7,,,,144,,,,,19.6
Lower Granite,2006-07-20,Su,140,10,55,14,,,,205,,,,,19.7
Lower Granite,2006-07-21,Su,110,25,36,5,,,,185,,,,,19.6
Lower Granite,2006-07-22,Su,41,5,17,6,1,,,206,-1,,,,19.5
Lower Granite,2006-07-23,Su,32,2,10,6,,,,278,,,,,19.4
Lower Granite,2006-07-24,Su,35,5,10,2,,,,348,,,,,19.5
Lower Granite,2006-07-25,Su,58,4,17,1,,,,281,,,,,19.6
Lower Granite,2006-07-26,Su,35,8,7,-1,,,,204,1,,,,19.8
Lower Granite,2006-07-27,Su,16,2,7,5,,,,157,2,,,,20.1
Lower Granite,2006-07-28,Su,106,12,20,6,1,,,212,2,,,,19.6
Lower Granite,2006-07-29,Su,49,4,19,7,,,,106,1,,,,19.3
Lower Granite,2006-07-30,Su,25,2,27,8,,,,138,1,,,,19.6
Lower Granite,2006-07-31,Su,38,6,43,12,,,,127,,,,,19.6
Lower Granite,2006-08-01,Su,68,6,63,19,,,,346,,,,,19.3
Lower Granite,2006-08-02,Su,68,5,62,22,,,,264,1,,,,19
Lower Granite,2006-08-03,Su,35,12,35,10,,,,260,1,,,,18.8
Lower Granite,2006-08-04,Su,36,5,20,8,,,,281,,,,,18.7
Lower Granite,2006-08-05,Su,13,4,43,8,,,,126,4,,,,18.5
Lower Granite,2006-08-06,Su,14,1,13,2,,,,130,,,,,18.9
Lower Granite,2006-08-07,Su,17,1,7,,,,,82,,,,,19.2
Lower Granite,2006-08-08,Su,25,2,35,6,,,,101,1,,,,18.8
Lower Granite,2006-08-09,Su,14,2,21,8,,,,47,1,,,,18.8
Lower Granite,2006-08-10,Su,8,,30,10,,,,43,,,,,19.2
Lower Granite,2006-08-11,Su,26,1,37,7,,,,20,,,,,19.7
Lower Granite,2006-08-12,Su,19,,44,14,,,,62,2,,,,19.2
Lower Granite,2006-08-13,Su,13,2,18,6,,,,19,,,,,19.2
Lower Granite,2006-08-14,Su,16,1,18,5,,,,10,,,,,19.5
Lower Granite,2006-08-15,Su,16,2,26,2,,,,25,,,,,19.1
Lower Granite,2006-08-16,Su,28,5,40,6,,,,52,,,,,18.6
Lower Granite,2006-08-17,Su,19,6,66,8,,,,58,,,,,18.3
Lower Granite,2006-08-18,Fa,10,6,36,12,,,,16,,,,,18.9
Lower Granite,2006-08-19,Fa,20,7,34,12,,,,1,,,,,19
Lower Granite,2006-08-20,Fa,17,1,56,13,,,,11,,,,,18.7
Lower Granite,2006-08-21,Fa,14,4,37,8,,,,6,1,,,,19.2
Lower Granite,2006-08-22,Fa,31,2,59,22,,,,17,2,,,,18.9
Lower Granite,2006-08-23,Fa,35,6,44,8,,,,13,,,,,18.3
Lower Granite,2006-08-24,Fa,67,6,159,38,,,,10,,,,,18.6
Lower Granite,2006-08-25,Fa,59,16,175,56,,,,,1,,,,18.6
Lower Granite,2006-08-26,Fa,36,8,180,47,,,,10,1,,,,19
Lower Granite,2006-08-27,Fa,44,4,152,36,,,,10,,,,,19.4
Lower Granite,2006-08-28,Fa,17,6,95,23,,,,,,,,,19.5
Lower Granite,2006-08-29,Fa,30,7,43,6,,,,,,,,,18.5
Lower Granite,2006-08-30,Fa,43,10,153,47,,,,4,2,,,,18.6
Lower Granite,2006-08-31,Fa,44,13,262,60,,,,1,1,,,,18.7
Lower Granite,2006-09-01,Fa,102,34,575,144,,,,,,,,,19.2
Lower Granite,2006-09-02,Fa,158,20,554,112,,,,,,,,,19.2
Lower Granite,2006-09-03,Fa,137,32,485,133,,,,,,,,,19.1
Lower Granite,2006-09-04,Fa,91,16,472,100,,,,,,,,,18.7
Lower Granite,2006-09-05,Fa,60,10,272,61,,,,,,,,,18.4
Lower Granite,2006-09-06,Fa,73,23,264,59,,,,,,,,,18.1
Lower Granite,2006-09-07,Fa,107,36,250,47,,,,,1,,,,18.1
Lower Granite,2006-09-08,Fa,134,34,324,65,,1,,,,,,,18.3
Lower Granite,2006-09-09,Fa,199,70,370,86,,1,,,,,,,18.2
Lower Granite,2006-09-10,Fa,385,116,972,205,,,,,,,,,18
Lower Granite,2006-09-11,Fa,170,71,597,130,,,,,,,,,18.9
Lower Granite,2006-09-12,Fa,364,167,925,182,,,,,,,,,19.1
Lower Granite,2006-09-13,Fa,238,122,1298,268,,,,,,,,,19
Lower Granite,2006-09-14,Fa,281,164,2542,539,,5,1,,,,,,18.8
Lower Granite,2006-09-15,Fa,293,115,2064,439,,6,1,,1,,,,18.7
Lower Granite,2006-09-16,Fa,355,179,2924,618,,5,6,,1,,,,18.4
Lower Granite,2006-09-17,Fa,354,126,2594,541,,7,2,,,,,,18.3
Lower Granite,2006-09-18,Fa,226,125,2125,414,,5,4,,1,,,,18.3
Lower Granite,2006-09-19,Fa,226,150,2178,416,,18,8,,,,,,18.1
Lower Granite,2006-09-20,Fa,120,112,3008,580,,14,8,,,,,,17.9
Lower Granite,2006-09-21,Fa,208,170,3517,673,,22,14,,-1,,,,
Lower Granite,2006-09-22,Fa,172,90,3128,620,,18,11,,-1,,,,
Lower Granite,2006-09-23,Fa,240,91,2125,403,,20,5,,1,,,,
Lower Granite,2006-09-24,Fa,226,103,2597,449,,11,1,,1,,,,
Lower Granite,2006-09-25,Fa,91,107,2815,534,,12,1,,,,,,
Lower Granite,2006-09-26,Fa,164,80,2695,464,,43,6,,,,,,
Lower Granite,2006-09-27,Fa,182,110,2562,520,1,56,11,,,,,,
Lower Granite,2006-09-28,Fa,173,104,1917,386,,54,6,,,,,,
Lower Granite,2006-09-29,Fa,113,112,2695,522,,20,10,,,,,,
Lower Granite,2006-09-30,Fa,149,150,2114,390,,26,12,,,,,,
Lower Granite,2006-10-01,Fa,161,224,2809,601,,28,10,,,,,,
Lower Granite,2006-10-02,Fa,137,197,3166,656,,42,19,,,,,,
Lower Granite,2006-10-03,Fa,101,179,3662,682,,26,6,,,,,,
Lower Granite,2006-10-04,Fa,108,115,3156,571,,23,5,,,,,,
Lower Granite,2006-10-05,Fa,96,192,4211,823,,29,2,,,,,,
Lower Granite,2006-10-06,Fa,74,204,3593,660,,23,5,,,,,,
Lower Granite,2006-10-07,Fa,125,252,5399,1063,,29,16,,,,,,
Lower Granite,2006-10-08,Fa,127,392,4138,844,,25,25,,-1,,,,
Lower Granite,2006-10-09,Fa,47,113,1786,370,,20,5,,,,,,
Lower Granite,2006-10-10,Fa,86,316,3176,582,,31,13,,,,,,
Lower Granite,2006-10-11,Fa,60,274,3830,706,,42,13,,,,,,
Lower Granite,2006-10-12,Fa,47,161,2799,598,,29,7,,,,,,
Lower Granite,2006-10-13,Fa,92,109,2780,571,,30,13,,-1,,,,
Lower Granite,2006-10-14,Fa,77,114,2503,481,1,16,4,,,,,,
Lower Granite,2006-10-15,Fa,23,74,1498,268,,24,4,,-1,,,,
Lower Granite,2006-10-16,Fa,46,64,2031,409,,19,,,,,,,
Lower Granite,2006-10-17,Fa,22,56,783,149,,25,7,,,,,,
Lower Granite,2006-10-18,Fa,53,53,1739,361,,25,4,,,,,,
Lower Granite,2006-10-19,Fa,20,56,1568,304,,17,4,,,,,,
Lower Granite,2006-10-20,Fa,38,50,1338,308,,46,1,,,,,,
Lower Granite,2006-10-21,Fa,14,52,1356,265,,14,,,,,,,
Lower Granite,2006-10-22,Fa,25,52,1158,253,,18,1,,,,,,
Lower Granite,2006-10-23,Fa,20,50,1014,216,,17,2,,,,,,
Lower Granite,2006-10-24,Fa,14,37,698,130,,11,2,,,,,,
Lower Granite,2006-10-25,Fa,20,40,1631,324,,22,6,,,,,,
Lower Granite,2006-10-26,Fa,17,38,1076,226,,20,,,1,,,,
Lower Granite,2006-10-27,Fa,17,31,1044,262,,23,1,,,,,,
Lower Granite,2006-10-28,Fa,13,34,1082,242,,8,1,,,,,,
Lower Granite,2006-10-29,Fa,14,35,1069,218,,17,1,,,,,,
Lower Granite,2006-10-30,Fa,6,28,1043,223,,7,,,,,,,
Lower Granite,2006-10-31,Fa,16,24,927,244,,19,4,,,,,,
Lower Granite,2006-11-01,Fa,,9,355,71,,12,2,,,,,,
Lower Granite,2006-11-02,Fa,3,20,495,95,,16,1,,,,,,
Lower Granite,2006-11-03,Fa,1,3,451,80,,6,1,,,,,,
Lower Granite,2006-11-04,Fa,6,10,418,65,,2,1,,,,,,
Lower Granite,2006-11-05,Fa,4,12,367,73,,2,,,,,,,
Lower Granite,2006-11-06,Fa,7,16,366,63,,2,,,,,,,
Lower Granite,2006-11-07,Fa,2,4,232,31,,,,,,,,,
Lower Granite,2006-11-08,Fa,1,3,305,49,,,,,,,,,
Lower Granite,2006-11-09,Fa,4,4,305,93,,2,,,,,,,
Lower Granite,2006-11-10,Fa,3,13,298,80,,2,,,,,,,
Lower Granite,2006-11-11,Fa,1,4,474,150,,5,,,,,,,
Lower Granite,2006-11-12,Fa,8,7,570,119,,6,,,,,,,
Lower Granite,2006-11-13,Fa,3,2,324,105,,4,,,,,,,
Lower Granite,2006-11-14,Fa,3,2,597,136,,5,,,,,,,
Lower Granite,2006-11-15,Fa,,,572,129,,3,,,,,,,
Lower Granite,2006-11-16,Fa,1,2,586,80,,3,,,,,,,
Lower Granite,2006-11-17,Fa,1,4,593,102,,1,,,,,,,
Lower Granite,2006-11-18,Fa,3,2,790,138,,,,,,,,,
Lower Granite,2006-11-19,Fa,,,1043,202,,,,,,,,,
Lower Granite,2006-11-20,Fa,1,,394,81,,,,,,,,,
Lower Granite,2006-11-21,Fa,5,14,586,157,,,,,,,,,
Lower Granite,2006-11-22,Fa,3,21,697,113,,,,,,,,,
Lower Granite,2006-11-23,Fa,4,3,631,103,,,,,,,,,
Lower Granite,2006-11-24,Fa,8,5,690,106,,,,,,,,,
Lower Granite,2006-11-25,Fa,-2,3,709,136,,,,,,,,,
Lower Granite,2006-11-26,Fa,-2,1,659,58,,,,,,,,,
Lower Granite,2006-11-27,Fa,1,,374,65,1,1,,,,,,,
Lower Granite,2006-11-28,Fa,,1,383,76,,,,,,,,,
Lower Granite,2006-11-29,Fa,1,3,290,44,,,,,,,,,
Lower Granite,2006-11-30,Fa,1,1,404,74,,,,,,,,,
Lower Granite,2006-12-01,Fa,,1,250,43,,,,,,,,,
Lower Granite,2006-12-02,Fa,-2,,184,36,,,,,,,,,
Lower Granite,2006-12-03,Fa,5,,220,50,,,,,,,,,
Lower Granite,2006-12-04,Fa,,,53,7,,,,,,,,,
Lower Granite,2006-12-05,Fa,,,20,4,,,,,,,,,
Lower Granite,2006-12-06,Fa,,,15,5,,,,,,,,,
Lower Granite,2006-12-07,Fa,,,28,3,,,,,,,,,
Lower Granite,2006-12-08,Fa,,,103,11,,,,,,,,,
Lower Granite,2006-12-09,Fa,,,49,4,,,,,,,,,
Lower Granite,2006-12-10,Fa,,,114,10,,,,,,,,,
Lower Granite,2006-12-11,Fa,,,50,3,,,,,,,,,
Lower Granite,2006-12-12,Fa,,,25,3,,,,,,,,,
Lower Granite,2006-12-13,Fa,,,40,4,,,,,,,,,
Lower Granite,2006-12-14,Fa,,,93,4,,,,,,,,,
Lower Granite,2006-12-15,Fa,,,336,26,,,,,,,,,
Lower Granite,2007-03-01,,,,76,5,,,,,,,,,
Lower Granite,2007-03-02,,,,61,3,,,,,,,,,
Lower Granite,2007-03-03,,,,39,3,,,,,,,,,
Lower Granite,2007-03-04,,,,110,13,,,,,,,,,
Lower Granite,2007-03-05,,,,83,12,,,,,,,,,
Lower Granite,2007-03-06,,,,58,6,,,,,,,,,
Lower Granite,2007-03-07,,,,48,6,,,,,,,,,
Lower Granite,2007-03-08,,,,61,5,,,,,,,,,
Lower Granite,2007-03-09,,,,71,8,,,,,,,,,
Lower Granite,2007-03-10,,,,42,4,,,,,,,,,
Lower Granite,2007-03-11,,,,103,15,,,,,,,,,
Lower Granite,2007-03-12,,,,302,46,,,,,,,,,
Lower Granite,2007-03-13,,,,299,36,,,,,,,,,
Lower Granite,2007-03-14,,,,191,21,,,,,,,,,
Lower Granite,2007-03-15,,,,336,37,,,,,,,,,
Lower Granite,2007-03-16,,,,413,50,,,,,,,,,
Lower Granite,2007-03-17,Sp,,,282,35,,,,,,,,,
Lower Granite,2007-03-18,Sp,,,355,56,,,,,,,,,
Lower Granite,2007-03-19,Sp,,,178,31,,,,,,,,,
Lower Granite,2007-03-20,Sp,,,291,45,,,,,,,,,7.1
Lower Granite,2007-03-21,Sp,,,282,48,,,,,,,,,7.7
Lower Granite,2007-03-22,Sp,,,316,53,,,,,,,,,8.2
Lower Granite,2007-03-23,Sp,,,403,76,,,,,,,,,8.2
Lower Granite,2007-03-24,Sp,,,304,52,,,,,,,,,7.8
Lower Granite,2007-03-25,Sp,,,230,44,,,,,,,,,7.3
Lower Granite,2007-03-26,Sp,,,244,45,,,,,,,,,7.3
Lower Granite,2007-03-27,Sp,1,,186,30,,,,,,,,,7.7
Lower Granite,2007-03-28,Sp,,,381,81,,,,,,,,,7.8
Lower Granite,2007-03-29,Sp,,,305,60,,,,,,,,,7.6
Lower Granite,2007-03-30,Sp,,,472,76,,,,,,,,,7.5
Lower Granite,2007-03-31,Sp,,,372,54,,,,,,,,,7.4
Lower Granite,2007-04-01,Sp,,,409,119,,,,,1,,,,7.4
Lower Granite,2007-04-02,Sp,,,316,100,,,,,,,,,7.6
Lower Granite,2007-04-03,Sp,,,279,91,,,,,,,,,7.8
Lower Granite,2007-04-04,Sp,,,264,89,,,,,,,,,7.9
Lower Granite,2007-04-05,Sp,1,,182,62,,,,,,,,,8.1
Lower Granite,2007-04-06,Sp,,,174,58,,,,,,,,,8.2
Lower Granite,2007-04-07,Sp,,,134,50,,,,,,,,,8.2
Lower Granite,2007-04-08,Sp,,,246,67,,,,,,,,,8.2
Lower Granite,2007-04-09,Sp,,,144,54,,,,,,,,,8.6
Lower Granite,2007-04-10,Sp,,,168,50,,,,,,,,,9.4
Lower Granite,2007-04-11,Sp,,,163,61,,,,,,,,,10.5
Lower Granite,2007-04-12,Sp,,,123,31,,,,,,,,,10.5
Lower Granite,2007-04-13,Sp,1,,127,61,,,,,,,,,10.1
Lower Granite,2007-04-14,Sp,,,119,43,,,,,,,,,9.5
Lower Granite,2007-04-15,Sp,,,67,24,,,,,,,,,9.2
Lower Granite,2007-04-16,Sp,,,87,37,,,,,,,,,9.1
Lower Granite,2007-04-17,Sp,,,80,26,,,,,,,,,9.1
Lower Granite,2007-04-18,Sp,,,50,19,,,,,,,,,9.3
Lower Granite,2007-04-19,Sp,,,63,34,,,,,,,,,9.5
Lower Granite,2007-04-20,Sp,,,48,14,,,,,,,,,9.6
Lower Granite,2007-04-21,Sp,2,,49,26,,,,,,,,,9.4
Lower Granite,2007-04-22,Sp,1,,21,7,,,,,,,,,9.2
Lower Granite,2007-04-23,Sp,12,,24,7,,,,,,,,,9
Lower Granite,2007-04-24,Sp,6,1,22,8,,,,,,,,,9.1
Lower Granite,2007-04-25,Sp,8,1,20,12,,,,,,,,,9.3
